Var1,Gene,Gene_Symbol,total_rxns,targeted_rxns,targeted_drugs,targeted_drugs_names,targeted_rxns_names
Arachidonic acid metabolism,239,NA,27,0,100,NA,
Arachidonic acid metabolism,239,NA,27,0,101,NA,
Arachidonic acid metabolism,239,NA,27,0,102,NA,
Arachidonic acid metabolism,239,NA,27,0,103,NA,
Arachidonic acid metabolism,239,NA,27,0,104,NA,
Arachidonic acid metabolism,239,NA,27,0,105,NA,
Arachidonic acid metabolism,247,NA,27,0,106,NA,
Arachidonic acid metabolism,247,NA,27,0,107,NA,
Arachidonic acid metabolism,247,NA,27,0,108,NA,
Arachidonic acid metabolism,246,NA,27,0,109,NA,
Arachidonic acid metabolism,246,NA,27,0,110,NA,
Arachidonic acid metabolism,246,NA,27,0,111,NA,
Arachidonic acid metabolism,240,NA,27,0,112,NA,
Arachidonic acid metabolism,873,NA,27,0,113,NA,
Arachidonic acid metabolism,873,NA,27,0,114,NA,
Arachidonic acid metabolism,873,NA,27,0,115,NA,
Arachidonic acid metabolism,2877,NA,27,0,116,NA,
Arachidonic acid metabolism,2877,NA,27,0,117,NA,
Arachidonic acid metabolism,2876,NA,27,0,118,NA,
Arachidonic acid metabolism,2876,NA,27,0,119,NA,
Arachidonic acid metabolism,2879,NA,27,0,120,NA,
Arachidonic acid metabolism,2879,NA,27,0,121,NA,
Arachidonic acid metabolism,2878,NA,27,0,122,NA,
Arachidonic acid metabolism,2878,NA,27,0,123,NA,
Arachidonic acid metabolism,2878,NA,27,0,124,NA,
Arachidonic acid metabolism,257202,NA,27,0,125,NA,
Arachidonic acid metabolism,257202,NA,27,0,126,NA,
Arachidonic acid metabolism,257202,NA,27,0,127,NA,
Arachidonic acid metabolism,2882,NA,27,0,128,NA,
Arachidonic acid metabolism,2882,NA,27,0,129,NA,
Arachidonic acid metabolism,2882,NA,27,0,130,NA,
Arachidonic acid metabolism,11283,NA,27,4,131,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
Arachidonic acid metabolism,11283,NA,27,4,132,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
Arachidonic acid metabolism,11283,NA,27,4,133,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
Arachidonic acid metabolism,11283,NA,27,4,134,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
Arachidonic acid metabolism,11283,NA,27,4,135,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
Arachidonic acid metabolism,1557,NA,27,4,136,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
Arachidonic acid metabolism,1557,NA,27,4,137,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
Arachidonic acid metabolism,1557,NA,27,4,138,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
Arachidonic acid metabolism,1557,NA,27,4,139,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
Arachidonic acid metabolism,1543,CYP1A1,27,4,1,Scutellarein,HMR_0942; HMR_0946; HMR_0950; HMR_0954
Arachidonic acid metabolism,1543,CYP1A1,27,4,1,Scutellarein,HMR_0942; HMR_0946; HMR_0950; HMR_0954
Arachidonic acid metabolism,1543,CYP1A1,27,4,1,Scutellarein,HMR_0942; HMR_0946; HMR_0950; HMR_0954
Arachidonic acid metabolism,1543,CYP1A1,27,4,1,Scutellarein,HMR_0942; HMR_0946; HMR_0950; HMR_0954
Arachidonic acid metabolism,1545,CYP1B1,27,4,1,Scutellarein,HMR_0942; HMR_0946; HMR_0950; HMR_0954
Arachidonic acid metabolism,1545,CYP1B1,27,4,1,Scutellarein,HMR_0942; HMR_0946; HMR_0950; HMR_0954
Arachidonic acid metabolism,1545,CYP1B1,27,4,1,Scutellarein,HMR_0942; HMR_0946; HMR_0950; HMR_0954
Arachidonic acid metabolism,1545,CYP1B1,27,4,1,Scutellarein,HMR_0942; HMR_0946; HMR_0950; HMR_0954
Arachidonic acid metabolism,1544,NA,27,4,148,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
Arachidonic acid metabolism,1544,NA,27,4,149,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
Arachidonic acid metabolism,1544,NA,27,4,150,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
Arachidonic acid metabolism,1544,NA,27,4,151,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
Arachidonic acid metabolism,1588,NA,27,4,152,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
Arachidonic acid metabolism,1588,NA,27,4,153,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
Arachidonic acid metabolism,1588,NA,27,4,154,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
Arachidonic acid metabolism,1588,NA,27,4,155,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
Arachidonic acid metabolism,1576,NA,27,4,156,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
Arachidonic acid metabolism,1576,NA,27,4,157,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
Arachidonic acid metabolism,1576,NA,27,4,158,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
Arachidonic acid metabolism,1576,NA,27,4,159,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
Arachidonic acid metabolism,1553,NA,27,4,160,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
Arachidonic acid metabolism,1553,NA,27,4,161,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
Arachidonic acid metabolism,1553,NA,27,4,162,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
Arachidonic acid metabolism,1553,NA,27,4,163,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
Arachidonic acid metabolism,1548,NA,27,4,164,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
Arachidonic acid metabolism,1548,NA,27,4,165,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
Arachidonic acid metabolism,1548,NA,27,4,166,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
Arachidonic acid metabolism,1548,NA,27,4,167,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
Arachidonic acid metabolism,1562,NA,27,4,168,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
Arachidonic acid metabolism,1562,NA,27,4,169,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
Arachidonic acid metabolism,1562,NA,27,4,170,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
Arachidonic acid metabolism,1562,NA,27,4,171,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
Arachidonic acid metabolism,1558,NA,27,4,172,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
Arachidonic acid metabolism,1558,NA,27,4,173,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
Arachidonic acid metabolism,1558,NA,27,4,174,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
Arachidonic acid metabolism,1558,NA,27,4,175,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
Arachidonic acid metabolism,1559,NA,27,4,176,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
Arachidonic acid metabolism,1559,NA,27,4,177,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
Arachidonic acid metabolism,1559,NA,27,4,178,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
Arachidonic acid metabolism,1559,NA,27,4,179,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
Arachidonic acid metabolism,1565,NA,27,4,180,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
Arachidonic acid metabolism,1565,NA,27,4,181,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
Arachidonic acid metabolism,1565,NA,27,4,182,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
Arachidonic acid metabolism,1565,NA,27,4,183,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
Arachidonic acid metabolism,1572,NA,27,4,184,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
Arachidonic acid metabolism,1572,NA,27,4,185,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
Arachidonic acid metabolism,1572,NA,27,4,186,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
Arachidonic acid metabolism,1572,NA,27,4,187,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
Arachidonic acid metabolism,64816,NA,27,4,188,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
Arachidonic acid metabolism,64816,NA,27,4,189,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
Arachidonic acid metabolism,64816,NA,27,4,190,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
Arachidonic acid metabolism,64816,NA,27,4,191,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
Arachidonic acid metabolism,1577,NA,27,4,192,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
Arachidonic acid metabolism,1577,NA,27,4,193,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
Arachidonic acid metabolism,1577,NA,27,4,194,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
Arachidonic acid metabolism,1577,NA,27,4,195,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
Arachidonic acid metabolism,1551,NA,27,4,196,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
Arachidonic acid metabolism,1551,NA,27,4,197,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
Arachidonic acid metabolism,1551,NA,27,4,198,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
Arachidonic acid metabolism,1551,NA,27,4,199,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
Arachidonic acid metabolism,66002,NA,27,4,200,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
Arachidonic acid metabolism,66002,NA,27,4,201,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
Arachidonic acid metabolism,66002,NA,27,4,202,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
Arachidonic acid metabolism,66002,NA,27,4,203,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
Arachidonic acid metabolism,4051,NA,27,0,204,NA,
Arachidonic acid metabolism,8529,NA,27,0,205,NA,
Arachidonic acid metabolism,9588,NA,27,0,206,NA,
Arachidonic acid metabolism,9588,NA,27,0,207,NA,
Arachidonic acid metabolism,1580,NA,27,4,208,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
Arachidonic acid metabolism,1580,NA,27,4,209,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
Arachidonic acid metabolism,1580,NA,27,4,210,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
Arachidonic acid metabolism,1580,NA,27,4,211,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
Arachidonic acid metabolism,1555,NA,27,4,212,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
Arachidonic acid metabolism,1555,NA,27,4,213,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
Arachidonic acid metabolism,1555,NA,27,4,214,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
Arachidonic acid metabolism,1555,NA,27,4,215,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
Arachidonic acid metabolism,1549,NA,27,4,216,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
Arachidonic acid metabolism,1549,NA,27,4,217,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
Arachidonic acid metabolism,1549,NA,27,4,218,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
Arachidonic acid metabolism,1549,NA,27,4,219,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
Arachidonic acid metabolism,1573,NA,27,4,220,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
Arachidonic acid metabolism,1573,NA,27,4,221,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
Arachidonic acid metabolism,1573,NA,27,4,222,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
Arachidonic acid metabolism,1573,NA,27,4,223,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
Arachidonic acid metabolism,199974,NA,27,4,224,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
Arachidonic acid metabolism,199974,NA,27,4,225,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
Arachidonic acid metabolism,199974,NA,27,4,226,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
Arachidonic acid metabolism,199974,NA,27,4,227,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
Arachidonic acid metabolism,260293,NA,27,4,228,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
Arachidonic acid metabolism,260293,NA,27,4,229,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
Arachidonic acid metabolism,260293,NA,27,4,230,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
Arachidonic acid metabolism,260293,NA,27,4,231,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
Arachidonic acid metabolism,29785,NA,27,4,232,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
Arachidonic acid metabolism,29785,NA,27,4,233,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
Arachidonic acid metabolism,29785,NA,27,4,234,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
Arachidonic acid metabolism,29785,NA,27,4,235,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
Arachidonic acid metabolism,57834,NA,27,4,236,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
Arachidonic acid metabolism,57834,NA,27,4,237,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
Arachidonic acid metabolism,57834,NA,27,4,238,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
Arachidonic acid metabolism,57834,NA,27,4,239,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
Arachidonic acid metabolism,57834,NA,27,4,240,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
Arachidonic acid metabolism,874,NA,27,0,241,NA,
Arachidonic acid metabolism,874,NA,27,0,242,NA,
Arachidonic acid metabolism,874,NA,27,0,243,NA,
Arachidonic acid metabolism,10901,NA,27,0,244,NA,
Arachidonic acid metabolism,10901,NA,27,0,245,NA,
Arachidonic acid metabolism,10901,NA,27,0,246,NA,
Arachidonic acid metabolism,126410,NA,27,0,247,NA,
Arachidonic acid metabolism,2053,NA,27,0,248,NA,
Arachidonic acid metabolism,2053,NA,27,0,249,NA,
Arachidonic acid metabolism,2880,NA,27,0,250,NA,
Arachidonic acid metabolism,2880,NA,27,0,251,NA,
Arachidonic acid metabolism,2880,NA,27,0,252,NA,
Arachidonic acid metabolism,113612,NA,27,4,253,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
Arachidonic acid metabolism,113612,NA,27,4,254,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
Arachidonic acid metabolism,113612,NA,27,4,255,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
Arachidonic acid metabolism,113612,NA,27,4,256,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
Arachidonic acid metabolism,493869,NA,27,0,257,NA,
Arachidonic acid metabolism,493869,NA,27,0,258,NA,
Citric acid cycle,4967,NA,19,0,259,NA,
Citric acid cycle,1738,NA,19,0,260,NA,
Citric acid cycle,8050,NA,19,0,261,NA,
Citric acid cycle,1743,NA,19,0,262,NA,
Citric acid cycle,4967,NA,19,0,263,NA,
Citric acid cycle,47,NA,19,0,264,NA,
Citric acid cycle,47,NA,19,0,265,NA,
Citric acid cycle,50,NA,19,0,266,NA,
Citric acid cycle,48,NA,19,0,267,NA,
Citric acid cycle,48,NA,19,0,268,NA,
Citric acid cycle,2875,NA,19,0,269,NA,
Citric acid cycle,84706,NA,19,0,270,NA,
Citric acid cycle,1431,NA,19,0,271,NA,
Citric acid cycle,1431,NA,19,0,272,NA,
Citric acid cycle,2271,NA,19,0,273,NA,
Citric acid cycle,2271,NA,19,0,274,NA,
Citric acid cycle,3421,NA,19,0,275,NA,
Citric acid cycle,3420,NA,19,0,276,NA,
Citric acid cycle,3419,NA,19,0,277,NA,
Citric acid cycle,3420,NA,19,0,278,NA,
Citric acid cycle,3421,NA,19,0,279,NA,
Citric acid cycle,3420,NA,19,0,280,NA,
Citric acid cycle,3417,IDH1,19,2,1,Scutellarein,ICDHy; ICDHyp
Citric acid cycle,3417,IDH1,19,2,1,Scutellarein,ICDHy; ICDHyp
Citric acid cycle,3418,NA,19,0,283,NA,
Citric acid cycle,8802,NA,19,0,284,NA,
Citric acid cycle,8802,NA,19,0,285,NA,
Citric acid cycle,8801,NA,19,0,286,NA,
Citric acid cycle,8803,NA,19,0,287,NA,
Citric acid cycle,4191,NA,19,0,288,NA,
Citric acid cycle,4190,NA,19,0,289,NA,
Citric acid cycle,4190,NA,19,0,290,NA,
Citric acid cycle,130752,NA,19,0,291,NA,
Citric acid cycle,6389,NA,19,0,292,NA,
Citric acid cycle,6389,NA,19,0,293,NA,
Citric acid cycle,6392,NA,19,0,294,NA,
Citric acid cycle,6392,NA,19,0,295,NA,
Citric acid cycle,6391,NA,19,0,296,NA,
Citric acid cycle,6391,NA,19,0,297,NA,
Citric acid cycle,6390,NA,19,0,298,NA,
Citric acid cycle,6390,NA,19,0,299,NA,
Citric acid cycle,3658,NA,19,0,300,NA,
Citric acid cycle,171425,NA,19,0,301,NA,
Citric acid cycle,171425,NA,19,0,302,NA,
Drug metabolism,6566,NA,173,0,303,NA,
Drug metabolism,6817,NA,173,0,304,NA,
Drug metabolism,316,NA,173,0,305,NA,
Drug metabolism,3032,NA,173,0,306,NA,
Drug metabolism,3030,NA,173,0,307,NA,
Drug metabolism,30,NA,173,0,308,NA,
Drug metabolism,30,NA,173,0,309,NA,
Drug metabolism,30,NA,173,0,310,NA,
Drug metabolism,51,NA,173,0,311,NA,
Drug metabolism,51,NA,173,0,312,NA,
Drug metabolism,51,NA,173,0,313,NA,
Drug metabolism,1571,NA,173,0,314,NA,
Drug metabolism,9154,NA,173,0,315,NA,
Drug metabolism,64078,NA,173,0,316,NA,
Drug metabolism,64078,NA,173,0,317,NA,
Drug metabolism,9153,NA,173,0,318,NA,
Drug metabolism,23600,NA,173,0,319,NA,
Drug metabolism,10599,NA,173,0,320,NA,
Drug metabolism,10599,NA,173,0,321,NA,
Drug metabolism,10599,NA,173,0,322,NA,
Drug metabolism,10599,NA,173,0,323,NA,
Drug metabolism,10599,NA,173,0,324,NA,
Drug metabolism,10599,NA,173,0,325,NA,
Drug metabolism,10599,NA,173,0,326,NA,
Drug metabolism,10599,NA,173,0,327,NA,
Drug metabolism,10599,NA,173,0,328,NA,
Drug metabolism,10599,NA,173,0,329,NA,
Drug metabolism,10599,NA,173,0,330,NA,
Drug metabolism,1244,NA,173,0,331,NA,
Drug metabolism,1244,NA,173,0,332,NA,
Drug metabolism,1244,NA,173,0,333,NA,
Drug metabolism,1244,NA,173,0,334,NA,
Drug metabolism,1244,NA,173,0,335,NA,
Drug metabolism,1244,NA,173,0,336,NA,
Drug metabolism,1244,NA,173,0,337,NA,
Drug metabolism,1244,NA,173,0,338,NA,
Drug metabolism,1244,NA,173,0,339,NA,
Drug metabolism,1244,NA,173,0,340,NA,
