Var1,Gene,Gene_Symbol,total_rxns,targeted_rxns,targeted_drugs,targeted_drugs_names,targeted_rxns_names
"Androgen and estrogen synthesis and metabolism",1555,CYP2B6,19,2,4,Abemaciclib; Cyclophosphamide; Olaparib; Thiotepa,RE2235R; HMR_2029
"Androgen and estrogen synthesis and metabolism",1549,NA,19,2,76,NA,RE2235R; HMR_2029
"Androgen and estrogen synthesis and metabolism",1549,NA,19,2,77,NA,RE2235R; HMR_2029
"Androgen and estrogen synthesis and metabolism",1573,NA,19,2,78,NA,RE2235R; HMR_2029
"Androgen and estrogen synthesis and metabolism",1573,NA,19,2,79,NA,RE2235R; HMR_2029
"Androgen and estrogen synthesis and metabolism",199974,NA,19,2,80,NA,RE2235R; HMR_2029
"Androgen and estrogen synthesis and metabolism",199974,NA,19,2,81,NA,RE2235R; HMR_2029
"Androgen and estrogen synthesis and metabolism",260293,NA,19,2,82,NA,RE2235R; HMR_2029
"Androgen and estrogen synthesis and metabolism",260293,NA,19,2,83,NA,RE2235R; HMR_2029
"Androgen and estrogen synthesis and metabolism",29785,NA,19,2,84,NA,RE2235R; HMR_2029
"Androgen and estrogen synthesis and metabolism",29785,NA,19,2,85,NA,RE2235R; HMR_2029
"Androgen and estrogen synthesis and metabolism",57834,NA,19,2,86,NA,RE2235R; HMR_2029
"Androgen and estrogen synthesis and metabolism",57834,NA,19,2,87,NA,RE2235R; HMR_2029
"Androgen and estrogen synthesis and metabolism",113612,NA,19,1,88,NA,HMR_2029
"Androgen and estrogen synthesis and metabolism",8644,NA,19,0,89,NA,
"Androgen and estrogen synthesis and metabolism",8644,NA,19,0,90,NA,
"Androgen and estrogen synthesis and metabolism",79644,NA,19,0,91,NA,
"Androgen and estrogen synthesis and metabolism",1646,NA,19,0,92,NA,
"Androgen and estrogen synthesis and metabolism",1646,NA,19,0,93,NA,
"Arachidonic acid metabolism",1571,NA,27,4,94,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
"Arachidonic acid metabolism",1571,NA,27,4,95,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
"Arachidonic acid metabolism",1571,NA,27,4,96,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
"Arachidonic acid metabolism",1571,NA,27,4,97,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
"Arachidonic acid metabolism",239,ALOX12,27,8,1,Methotrexate,RE3036C; RE3041C; RE3525C; RE3526C; HMR_1030; HMR_1033; HMR_1037; HMR_1039
"Arachidonic acid metabolism",239,ALOX12,27,8,1,Methotrexate,RE3036C; RE3041C; RE3525C; RE3526C; HMR_1030; HMR_1033; HMR_1037; HMR_1039
"Arachidonic acid metabolism",239,ALOX12,27,8,1,Methotrexate,RE3036C; RE3041C; RE3525C; RE3526C; HMR_1030; HMR_1033; HMR_1037; HMR_1039
"Arachidonic acid metabolism",239,ALOX12,27,8,1,Methotrexate,RE3036C; RE3041C; RE3525C; RE3526C; HMR_1030; HMR_1033; HMR_1037; HMR_1039
"Arachidonic acid metabolism",239,ALOX12,27,8,1,Methotrexate,RE3036C; RE3041C; RE3525C; RE3526C; HMR_1030; HMR_1033; HMR_1037; HMR_1039
"Arachidonic acid metabolism",239,ALOX12,27,8,1,Methotrexate,RE3036C; RE3041C; RE3525C; RE3526C; HMR_1030; HMR_1033; HMR_1037; HMR_1039
"Arachidonic acid metabolism",239,ALOX12,27,8,1,Methotrexate,RE3036C; RE3041C; RE3525C; RE3526C; HMR_1030; HMR_1033; HMR_1037; HMR_1039
"Arachidonic acid metabolism",239,ALOX12,27,8,1,Methotrexate,RE3036C; RE3041C; RE3525C; RE3526C; HMR_1030; HMR_1033; HMR_1037; HMR_1039
"Arachidonic acid metabolism",247,NA,27,3,106,NA,HMR_0985; HMR_0986; HMR_0987
"Arachidonic acid metabolism",247,NA,27,3,107,NA,HMR_0985; HMR_0986; HMR_0987
"Arachidonic acid metabolism",247,NA,27,3,108,NA,HMR_0985; HMR_0986; HMR_0987
"Arachidonic acid metabolism",246,ALOX15,27,3,2,Cyclophosphamide; Methotrexate,HMR_0985; HMR_0986; HMR_0987
"Arachidonic acid metabolism",246,ALOX15,27,3,2,Cyclophosphamide; Methotrexate,HMR_0985; HMR_0986; HMR_0987
"Arachidonic acid metabolism",246,ALOX15,27,3,2,Cyclophosphamide; Methotrexate,HMR_0985; HMR_0986; HMR_0987
"Arachidonic acid metabolism",240,NA,27,0,112,NA,
"Arachidonic acid metabolism",873,NA,27,0,113,NA,
"Arachidonic acid metabolism",873,NA,27,0,114,NA,
"Arachidonic acid metabolism",873,NA,27,0,115,NA,
"Arachidonic acid metabolism",2877,NA,27,0,116,NA,
"Arachidonic acid metabolism",2877,NA,27,0,117,NA,
"Arachidonic acid metabolism",2876,NA,27,0,118,NA,
"Arachidonic acid metabolism",2876,NA,27,0,119,NA,
"Arachidonic acid metabolism",2879,NA,27,0,120,NA,
"Arachidonic acid metabolism",2879,NA,27,0,121,NA,
"Arachidonic acid metabolism",2878,NA,27,0,122,NA,
"Arachidonic acid metabolism",2878,NA,27,0,123,NA,
"Arachidonic acid metabolism",2878,NA,27,0,124,NA,
"Arachidonic acid metabolism",257202,NA,27,0,125,NA,
"Arachidonic acid metabolism",257202,NA,27,0,126,NA,
"Arachidonic acid metabolism",257202,NA,27,0,127,NA,
"Arachidonic acid metabolism",2882,NA,27,0,128,NA,
"Arachidonic acid metabolism",2882,NA,27,0,129,NA,
"Arachidonic acid metabolism",2882,NA,27,0,130,NA,
"Arachidonic acid metabolism",11283,NA,27,4,131,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
"Arachidonic acid metabolism",11283,NA,27,4,132,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
"Arachidonic acid metabolism",11283,NA,27,4,133,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
"Arachidonic acid metabolism",11283,NA,27,4,134,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
"Arachidonic acid metabolism",11283,NA,27,4,135,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
"Arachidonic acid metabolism",1557,CYP2C19,27,4,3,Alpelisib; Cyclophosphamide; Letrozole,HMR_0942; HMR_0946; HMR_0950; HMR_0954
"Arachidonic acid metabolism",1557,CYP2C19,27,4,3,Alpelisib; Cyclophosphamide; Letrozole,HMR_0942; HMR_0946; HMR_0950; HMR_0954
"Arachidonic acid metabolism",1557,CYP2C19,27,4,3,Alpelisib; Cyclophosphamide; Letrozole,HMR_0942; HMR_0946; HMR_0950; HMR_0954
"Arachidonic acid metabolism",1557,CYP2C19,27,4,3,Alpelisib; Cyclophosphamide; Letrozole,HMR_0942; HMR_0946; HMR_0950; HMR_0954
"Arachidonic acid metabolism",1543,CYP1A1,27,4,1,Toremifene,HMR_0942; HMR_0946; HMR_0950; HMR_0954
"Arachidonic acid metabolism",1543,CYP1A1,27,4,1,Toremifene,HMR_0942; HMR_0946; HMR_0950; HMR_0954
"Arachidonic acid metabolism",1543,CYP1A1,27,4,1,Toremifene,HMR_0942; HMR_0946; HMR_0950; HMR_0954
"Arachidonic acid metabolism",1543,CYP1A1,27,4,1,Toremifene,HMR_0942; HMR_0946; HMR_0950; HMR_0954
"Arachidonic acid metabolism",1545,CYP1B1,27,4,2,Docetaxel; Paclitaxel,HMR_0942; HMR_0946; HMR_0950; HMR_0954
"Arachidonic acid metabolism",1545,CYP1B1,27,4,2,Docetaxel; Paclitaxel,HMR_0942; HMR_0946; HMR_0950; HMR_0954
"Arachidonic acid metabolism",1545,CYP1B1,27,4,2,Docetaxel; Paclitaxel,HMR_0942; HMR_0946; HMR_0950; HMR_0954
"Arachidonic acid metabolism",1545,CYP1B1,27,4,2,Docetaxel; Paclitaxel,HMR_0942; HMR_0946; HMR_0950; HMR_0954
"Arachidonic acid metabolism",1544,CYP1A2,27,4,3,Abemaciclib; Anastrozole; Paclitaxel,HMR_0942; HMR_0946; HMR_0950; HMR_0954
"Arachidonic acid metabolism",1544,CYP1A2,27,4,3,Abemaciclib; Anastrozole; Paclitaxel,HMR_0942; HMR_0946; HMR_0950; HMR_0954
"Arachidonic acid metabolism",1544,CYP1A2,27,4,3,Abemaciclib; Anastrozole; Paclitaxel,HMR_0942; HMR_0946; HMR_0950; HMR_0954
"Arachidonic acid metabolism",1544,CYP1A2,27,4,3,Abemaciclib; Anastrozole; Paclitaxel,HMR_0942; HMR_0946; HMR_0950; HMR_0954
"Arachidonic acid metabolism",1588,CYP19A1,27,4,5,Anastrozole; Exemestane; Letrozole; Paclitaxel; Trastuzumab,HMR_0942; HMR_0946; HMR_0950; HMR_0954
"Arachidonic acid metabolism",1588,CYP19A1,27,4,5,Anastrozole; Exemestane; Letrozole; Paclitaxel; Trastuzumab,HMR_0942; HMR_0946; HMR_0950; HMR_0954
"Arachidonic acid metabolism",1588,CYP19A1,27,4,5,Anastrozole; Exemestane; Letrozole; Paclitaxel; Trastuzumab,HMR_0942; HMR_0946; HMR_0950; HMR_0954
"Arachidonic acid metabolism",1588,CYP19A1,27,4,5,Anastrozole; Exemestane; Letrozole; Paclitaxel; Trastuzumab,HMR_0942; HMR_0946; HMR_0950; HMR_0954
"Arachidonic acid metabolism",1576,CYP3A4,27,4,21,Abemaciclib; Alpelisib; Anastrozole; Cyclophosphamide; Docetaxel; Everolimus; Exemestane; Fulvestrant; Ixabepilone; Letrozole; Megestrol acetate; Methotrexate; Neratinib; Olaparib; Paclitaxel; Palbociclib; Ribociclib; Thiotepa; Toremifene; Trastuzumab deruxtecan; Trastuzumab emtansine,HMR_0942; HMR_0946; HMR_0950; HMR_0954
"Arachidonic acid metabolism",1576,CYP3A4,27,4,21,Abemaciclib; Alpelisib; Anastrozole; Cyclophosphamide; Docetaxel; Everolimus; Exemestane; Fulvestrant; Ixabepilone; Letrozole; Megestrol acetate; Methotrexate; Neratinib; Olaparib; Paclitaxel; Palbociclib; Ribociclib; Thiotepa; Toremifene; Trastuzumab deruxtecan; Trastuzumab emtansine,HMR_0942; HMR_0946; HMR_0950; HMR_0954
"Arachidonic acid metabolism",1576,CYP3A4,27,4,21,Abemaciclib; Alpelisib; Anastrozole; Cyclophosphamide; Docetaxel; Everolimus; Exemestane; Fulvestrant; Ixabepilone; Letrozole; Megestrol acetate; Methotrexate; Neratinib; Olaparib; Paclitaxel; Palbociclib; Ribociclib; Thiotepa; Toremifene; Trastuzumab deruxtecan; Trastuzumab emtansine,HMR_0942; HMR_0946; HMR_0950; HMR_0954
"Arachidonic acid metabolism",1576,CYP3A4,27,4,21,Abemaciclib; Alpelisib; Anastrozole; Cyclophosphamide; Docetaxel; Everolimus; Exemestane; Fulvestrant; Ixabepilone; Letrozole; Megestrol acetate; Methotrexate; Neratinib; Olaparib; Paclitaxel; Palbociclib; Ribociclib; Thiotepa; Toremifene; Trastuzumab deruxtecan; Trastuzumab emtansine,HMR_0942; HMR_0946; HMR_0950; HMR_0954
"Arachidonic acid metabolism",1553,NA,27,4,160,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
"Arachidonic acid metabolism",1553,NA,27,4,161,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
"Arachidonic acid metabolism",1553,NA,27,4,162,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
"Arachidonic acid metabolism",1553,NA,27,4,163,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
"Arachidonic acid metabolism",1548,CYP2A6,27,4,2,Cyclophosphamide; Letrozole,HMR_0942; HMR_0946; HMR_0950; HMR_0954
"Arachidonic acid metabolism",1548,CYP2A6,27,4,2,Cyclophosphamide; Letrozole,HMR_0942; HMR_0946; HMR_0950; HMR_0954
"Arachidonic acid metabolism",1548,CYP2A6,27,4,2,Cyclophosphamide; Letrozole,HMR_0942; HMR_0946; HMR_0950; HMR_0954
"Arachidonic acid metabolism",1548,CYP2A6,27,4,2,Cyclophosphamide; Letrozole,HMR_0942; HMR_0946; HMR_0950; HMR_0954
"Arachidonic acid metabolism",1562,CYP2C18,27,4,1,Cyclophosphamide,HMR_0942; HMR_0946; HMR_0950; HMR_0954
"Arachidonic acid metabolism",1562,CYP2C18,27,4,1,Cyclophosphamide,HMR_0942; HMR_0946; HMR_0950; HMR_0954
"Arachidonic acid metabolism",1562,CYP2C18,27,4,1,Cyclophosphamide,HMR_0942; HMR_0946; HMR_0950; HMR_0954
"Arachidonic acid metabolism",1562,CYP2C18,27,4,1,Cyclophosphamide,HMR_0942; HMR_0946; HMR_0950; HMR_0954
"Arachidonic acid metabolism",1558,CYP2C8,27,4,6,Abemaciclib; Alpelisib; Anastrozole; Cyclophosphamide; Paclitaxel; Tucatinib,HMR_0942; HMR_0946; HMR_0950; HMR_0954
"Arachidonic acid metabolism",1558,CYP2C8,27,4,6,Abemaciclib; Alpelisib; Anastrozole; Cyclophosphamide; Paclitaxel; Tucatinib,HMR_0942; HMR_0946; HMR_0950; HMR_0954
"Arachidonic acid metabolism",1558,CYP2C8,27,4,6,Abemaciclib; Alpelisib; Anastrozole; Cyclophosphamide; Paclitaxel; Tucatinib,HMR_0942; HMR_0946; HMR_0950; HMR_0954
"Arachidonic acid metabolism",1558,CYP2C8,27,4,6,Abemaciclib; Alpelisib; Anastrozole; Cyclophosphamide; Paclitaxel; Tucatinib,HMR_0942; HMR_0946; HMR_0950; HMR_0954
"Arachidonic acid metabolism",1559,CYP2C9,27,4,7,Abemaciclib; Alpelisib; Anastrozole; Capecitabine; Cyclophosphamide; Megestrol acetate; Paclitaxel,HMR_0942; HMR_0946; HMR_0950; HMR_0954
"Arachidonic acid metabolism",1559,CYP2C9,27,4,7,Abemaciclib; Alpelisib; Anastrozole; Capecitabine; Cyclophosphamide; Megestrol acetate; Paclitaxel,HMR_0942; HMR_0946; HMR_0950; HMR_0954
"Arachidonic acid metabolism",1559,CYP2C9,27,4,7,Abemaciclib; Alpelisib; Anastrozole; Capecitabine; Cyclophosphamide; Megestrol acetate; Paclitaxel,HMR_0942; HMR_0946; HMR_0950; HMR_0954
"Arachidonic acid metabolism",1559,CYP2C9,27,4,7,Abemaciclib; Alpelisib; Anastrozole; Capecitabine; Cyclophosphamide; Megestrol acetate; Paclitaxel,HMR_0942; HMR_0946; HMR_0950; HMR_0954
"Arachidonic acid metabolism",1565,CYP2D6,27,4,2,Abemaciclib; Everolimus,HMR_0942; HMR_0946; HMR_0950; HMR_0954
"Arachidonic acid metabolism",1565,CYP2D6,27,4,2,Abemaciclib; Everolimus,HMR_0942; HMR_0946; HMR_0950; HMR_0954
"Arachidonic acid metabolism",1565,CYP2D6,27,4,2,Abemaciclib; Everolimus,HMR_0942; HMR_0946; HMR_0950; HMR_0954
"Arachidonic acid metabolism",1565,CYP2D6,27,4,2,Abemaciclib; Everolimus,HMR_0942; HMR_0946; HMR_0950; HMR_0954
"Arachidonic acid metabolism",1572,NA,27,4,184,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
"Arachidonic acid metabolism",1572,NA,27,4,185,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
"Arachidonic acid metabolism",1572,NA,27,4,186,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
"Arachidonic acid metabolism",1572,NA,27,4,187,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
"Arachidonic acid metabolism",64816,NA,27,4,188,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
"Arachidonic acid metabolism",64816,NA,27,4,189,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
"Arachidonic acid metabolism",64816,NA,27,4,190,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
"Arachidonic acid metabolism",64816,NA,27,4,191,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
"Arachidonic acid metabolism",1577,CYP3A5,27,4,6,Anastrozole; Cyclophosphamide; Docetaxel; Olaparib; Paclitaxel; Trastuzumab emtansine,HMR_0942; HMR_0946; HMR_0950; HMR_0954
"Arachidonic acid metabolism",1577,CYP3A5,27,4,6,Anastrozole; Cyclophosphamide; Docetaxel; Olaparib; Paclitaxel; Trastuzumab emtansine,HMR_0942; HMR_0946; HMR_0950; HMR_0954
"Arachidonic acid metabolism",1577,CYP3A5,27,4,6,Anastrozole; Cyclophosphamide; Docetaxel; Olaparib; Paclitaxel; Trastuzumab emtansine,HMR_0942; HMR_0946; HMR_0950; HMR_0954
"Arachidonic acid metabolism",1577,CYP3A5,27,4,6,Anastrozole; Cyclophosphamide; Docetaxel; Olaparib; Paclitaxel; Trastuzumab emtansine,HMR_0942; HMR_0946; HMR_0950; HMR_0954
"Arachidonic acid metabolism",1551,CYP3A7,27,4,2,Docetaxel; Paclitaxel,HMR_0942; HMR_0946; HMR_0950; HMR_0954
"Arachidonic acid metabolism",1551,CYP3A7,27,4,2,Docetaxel; Paclitaxel,HMR_0942; HMR_0946; HMR_0950; HMR_0954
"Arachidonic acid metabolism",1551,CYP3A7,27,4,2,Docetaxel; Paclitaxel,HMR_0942; HMR_0946; HMR_0950; HMR_0954
"Arachidonic acid metabolism",1551,CYP3A7,27,4,2,Docetaxel; Paclitaxel,HMR_0942; HMR_0946; HMR_0950; HMR_0954
"Arachidonic acid metabolism",66002,NA,27,4,200,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
"Arachidonic acid metabolism",66002,NA,27,4,201,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
"Arachidonic acid metabolism",66002,NA,27,4,202,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
"Arachidonic acid metabolism",66002,NA,27,4,203,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
"Arachidonic acid metabolism",4051,NA,27,0,204,NA,
"Arachidonic acid metabolism",8529,NA,27,0,205,NA,
"Arachidonic acid metabolism",9588,NA,27,0,206,NA,
"Arachidonic acid metabolism",9588,NA,27,0,207,NA,
"Arachidonic acid metabolism",1580,NA,27,4,208,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
"Arachidonic acid metabolism",1580,NA,27,4,209,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
"Arachidonic acid metabolism",1580,NA,27,4,210,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
"Arachidonic acid metabolism",1580,NA,27,4,211,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
"Arachidonic acid metabolism",1555,CYP2B6,27,4,4,Abemaciclib; Cyclophosphamide; Olaparib; Thiotepa,HMR_0942; HMR_0946; HMR_0950; HMR_0954
"Arachidonic acid metabolism",1555,CYP2B6,27,4,4,Abemaciclib; Cyclophosphamide; Olaparib; Thiotepa,HMR_0942; HMR_0946; HMR_0950; HMR_0954
"Arachidonic acid metabolism",1555,CYP2B6,27,4,4,Abemaciclib; Cyclophosphamide; Olaparib; Thiotepa,HMR_0942; HMR_0946; HMR_0950; HMR_0954
"Arachidonic acid metabolism",1555,CYP2B6,27,4,4,Abemaciclib; Cyclophosphamide; Olaparib; Thiotepa,HMR_0942; HMR_0946; HMR_0950; HMR_0954
"Arachidonic acid metabolism",1549,NA,27,4,216,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
"Arachidonic acid metabolism",1549,NA,27,4,217,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
"Arachidonic acid metabolism",1549,NA,27,4,218,NA,HMR_0942; HMR_0946; HMR_0950; HMR_0954
